,path,link_pairs,x_positions,y_positions,is_on_top,origin,goal,game_pair,coordinates
12475,Asteroid;Solar_System;Earth;Europe;Sweden;<;Norway;Viking,"[('Asteroid', 'Solar_System'), ('Solar_System', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Sweden'), ('Sweden', '<'), ('<', 'Norway'), ('Norway', 'Viking')]","[1079, 668, 228, 1424, None, None, 44]","[75, 202, 1738, 629, None, None, 243]","[1.0, 1.0, 0.0, 1.0, None, None, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1079, 75), (668, 202), (228, 1738), (1424, 629), (None, None), (None, None), (44, 243)]"
12476,Asteroid;Earth;United_States;Caribbean_Sea;Asia;Shinto;Korea;War;First_Crusade;Middle_Ages;Viking,"[('Asteroid', 'Earth'), ('Earth', 'United_States'), ('United_States', 'Caribbean_Sea'), ('Caribbean_Sea', 'Asia'), ('Asia', 'Shinto'), ('Shinto', 'Korea'), ('Korea', 'War'), ('War', 'First_Crusade'), ('First_Crusade', 'Middle_Ages'), ('Middle_Ages', 'Viking')]","[413, 32, 1037, 440, 57, 733, 555, 248, 628, 394]","[1691, 300, 281, 281, 4291, 894, 2237, 1750, 192, 1019]","[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (32, 300), (1037, 281), (440, 281), (57, 4291), (733, 894), (555, 2237), (248, 1750), (628, 192), (394, 1019)]"
12477,Asteroid;Comet;Wind;Greenland;Sweden;Finland;<;Baltic_Sea;Viking,"[('Asteroid', 'Comet'), ('Comet', 'Wind'), ('Wind', 'Greenland'), ('Greenland', 'Sweden'), ('Sweden', 'Finland'), ('Finland', '<'), ('<', 'Baltic_Sea'), ('Baltic_Sea', 'Viking')]","[1165, 1124, 1001, 887, 773, None, None, 162]","[113, 1512, 392, 370, 75, None, None, 2220]","[1.0, 0.0, 1.0, 1.0, 1.0, None, None, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(1165, 113), (1124, 1512), (1001, 392), (887, 370), (773, 75), (None, None), (None, None), (162, 2220)]"
12478,Asteroid;Earth;Canada;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Canada'), ('Canada', 'Viking')]","[413, 546, 234]","[1691, 3443, 423]","[0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (546, 3443), (234, 423)]"
12479,Asteroid;Carl_Friedrich_Gauss;Germany;Europe;Iceland;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Germany'), ('Germany', 'Europe'), ('Europe', 'Iceland'), ('Iceland', 'Viking')]","[380, 1535, 763, 1272, 949]","[1248, 369, 1650, 561, 2681]","[0.0, 1.0, 0.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (1535, 369), (763, 1650), (1272, 561), (949, 2681)]"
12480,Asteroid;Trojan_War;Cyclops;Greek_mythology;Trojan_War;Helen;<;Athena;<;<;<;<;<;Earth;North_America;Canada;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Cyclops'), ('Cyclops', 'Greek_mythology'), ('Greek_mythology', 'Trojan_War'), ('Trojan_War', 'Helen'), ('Helen', '<'), ('<', 'Athena'), ('Athena', '<'), ('<', '<'), ('<', '<'), ('<', '<'), ('<', '<'), ('<', 'Earth'), ('Earth', 'North_America'), ('North_America', 'Canada'), ('Canada', 'Viking')]","[19, 19, 33, 1315, 945, None, None, None, None, None, None, None, None, 213, 1177, 234]","[2398, 5451, 75, 138, 75, None, None, None, None, None, None, None, None, 1758, 1099, 423]","[0.0, 0.0, 1.0, 1.0, 1.0, None, None, None, None, None, None, None, None, 0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (19, 5451), (33, 75), (1315, 138), (945, 75), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (213, 1758), (1177, 1099), (234, 423)]"
12481,Asteroid;Comet;Latin;Roman_Empire;Franks;Netherlands;Dutch_language;English_language;England;Norfolk;<;North_Sea;Norway;Viking,"[('Asteroid', 'Comet'), ('Comet', 'Latin'), ('Latin', 'Roman_Empire'), ('Roman_Empire', 'Franks'), ('Franks', 'Netherlands'), ('Netherlands', 'Dutch_language'), ('Dutch_language', 'English_language'), ('English_language', 'England'), ('England', 'Norfolk'), ('Norfolk', '<'), ('<', 'North_Sea'), ('North_Sea', 'Norway'), ('Norway', 'Viking')]","[1165, 331, 464, 1023, 537, 1367, 1546, 324, 186, None, None, 644, 44]","[113, 183, 100, 6437, 535, 241, 918, 75, 531, None, None, 75, 243]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, None, None, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1165, 113), (331, 183), (464, 100), (1023, 6437), (537, 535), (1367, 241), (1546, 918), (324, 75), (186, 531), (None, None), (None, None), (644, 75), (44, 243)]"
12482,Asteroid;Trojan_War;Greek_mythology;Ancient_Greece;Europe;Norway;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Greek_mythology'), ('Greek_mythology', 'Ancient_Greece'), ('Ancient_Greece', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[19, 161, 284, 1022, 1376, 44]","[2398, 94, 94, 94, 605, 243]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (161, 94), (284, 94), (1022, 94), (1376, 605), (44, 243)]"
12483,Asteroid;Carl_Friedrich_Gauss;Denmark;Norway;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Denmark'), ('Denmark', 'Norway'), ('Norway', 'Viking')]","[380, 700, 1266, 44]","[1248, 967, 75, 243]","[0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (700, 967), (1266, 75), (44, 243)]"
12484,Asteroid;1_Ceres;Roman_mythology;Mythology;Norse_mythology;Iceland;Viking,"[('Asteroid', '1_Ceres'), ('1_Ceres', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Iceland'), ('Iceland', 'Viking')]","[217, 1298, 158, 84, 880, 949]","[176, 75, 75, 94, 75, 2681]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(217, 176), (1298, 75), (158, 75), (84, 94), (880, 75), (949, 2681)]"
12485,Asteroid;Trojan_War;Bronze_Age;Iron_Age;Scotland;<;<;Norway;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Bronze_Age'), ('Bronze_Age', 'Iron_Age'), ('Iron_Age', 'Scotland'), ('Scotland', '<'), ('<', '<'), ('<', 'Norway'), ('Norway', 'Viking')]","[19, 534, 1263, 1421, None, None, None, 44]","[2398, 316, 94, 944, None, None, None, 243]","[0.0, 1.0, 1.0, 0.0, None, None, None, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (534, 316), (1263, 94), (1421, 944), (None, None), (None, None), (None, None), (44, 243)]"
12486,Asteroid;Trojan_War;Zeus;Odin;Iceland;<;Norse_mythology;13th_century;<;Norway;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Zeus'), ('Zeus', 'Odin'), ('Odin', 'Iceland'), ('Iceland', '<'), ('<', 'Norse_mythology'), ('Norse_mythology', '13th_century'), ('13th_century', '<'), ('<', 'Norway'), ('Norway', 'Viking')]","[19, 1480, 264, 1205, None, None, 1299, None, None, 44]","[2398, 439, 342, 2654, None, None, 2097, None, None, 243]","[0.0, 1.0, 1.0, 0.0, None, None, 0.0, None, None, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (1480, 439), (264, 342), (1205, 2654), (None, None), (None, None), (1299, 2097), (None, None), (None, None), (44, 243)]"
12487,Asteroid;Jupiter;Comet;England;Crusades;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Comet'), ('Comet', 'England'), ('England', 'Crusades'), ('Crusades', 'Viking')]","[361, 653, 883, 1591, 505]","[195, 3841, 440, 7746, 297]","[1.0, 0.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (653, 3841), (883, 440), (1591, 7746), (505, 297)]"
12488,Asteroid;Mars;Roman_mythology;Mythology;Norse_mythology;Denmark;Viking,"[('Asteroid', 'Mars'), ('Mars', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Denmark'), ('Denmark', 'Viking')]","[894, 731, 158, 84, 1281, 824]","[3229, 98, 75, 94, 2018, 582]","[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(894, 3229), (731, 98), (158, 75), (84, 94), (1281, 2018), (824, 582)]"
12489,Asteroid;Trojan_War;Bronze_Age;Wales;Great_Britain;Ireland;Football_%28soccer%29;Football;American_football;<;Canadian_football;Montreal;United_States;Minnesota;Europe;Iceland;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Bronze_Age'), ('Bronze_Age', 'Wales'), ('Wales', 'Great_Britain'), ('Great_Britain', 'Ireland'), ('Ireland', 'Football_%28soccer%29'), ('Football_%28soccer%29', 'Football'), ('Football', 'American_football'), ('American_football', '<'), ('<', 'Canadian_football'), ('Canadian_football', 'Montreal'), ('Montreal', 'United_States'), ('United_States', 'Minnesota'), ('Minnesota', 'Europe'), ('Europe', 'Iceland'), ('Iceland', 'Viking')]","[19, 534, 1028, 1479, 561, 173, 923, 1182, None, None, 1316, 305, 1460, 316, 1272, 949]","[2398, 316, 1683, 1116, 75, 3134, 3987, 75, None, None, 4312, 711, 1213, 123, 561, 2681]","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, None, None, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (534, 316), (1028, 1683), (1479, 1116), (561, 75), (173, 3134), (923, 3987), (1182, 75), (None, None), (None, None), (1316, 4312), (305, 711), (1460, 1213), (316, 123), (1272, 561), (949, 2681)]"
12490,Asteroid;Trojan_War;Roman_mythology;Mythology;Religion;Ancient_Greece;Europe;Iceland;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Religion'), ('Religion', 'Ancient_Greece'), ('Ancient_Greece', 'Europe'), ('Europe', 'Iceland'), ('Iceland', 'Viking')]","[19, 818, 158, 236, 1148, 1022, 1272, 949]","[2398, 5790, 75, 1327, 3500, 94, 561, 2681]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (818, 5790), (158, 75), (236, 1327), (1148, 3500), (1022, 94), (1272, 561), (949, 2681)]"
12491,Asteroid;Jupiter;Carl_Sagan;United_States;Canada;United_Kingdom;Europe;Iceland;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Carl_Sagan'), ('Carl_Sagan', 'United_States'), ('United_States', 'Canada'), ('Canada', 'United_Kingdom'), ('United_Kingdom', 'Europe'), ('Europe', 'Iceland'), ('Iceland', 'Viking')]","[361, 19, 427, 92, 850, 1071, 1272, 949]","[195, 3607, 75, 94, 119, 76, 561, 2681]","[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (19, 3607), (427, 75), (92, 94), (850, 119), (1071, 76), (1272, 561), (949, 2681)]"
12492,Asteroid;Jupiter;Planet;Ancient_Rome;England;Alfred_the_Great;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Planet'), ('Planet', 'Ancient_Rome'), ('Ancient_Rome', 'England'), ('England', 'Alfred_the_Great'), ('Alfred_the_Great', 'Viking')]","[361, 214, 310, 1045, 556, 1240]","[195, 75, 584, 2249, 1003, 100]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (214, 75), (310, 584), (1045, 2249), (556, 1003), (1240, 100)]"
12493,Asteroid;Earth;Ice_age;Greenland;Iceland;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Ice_age'), ('Ice_age', 'Greenland'), ('Greenland', 'Iceland'), ('Iceland', 'Viking')]","[413, 237, 732, 19, 949]","[1691, 240, 94, 198, 2681]","[0.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (237, 240), (732, 94), (19, 198), (949, 2681)]"
12494,Asteroid;1_Ceres;Roman_mythology;1st_century_BC;Anno_Domini;Middle_Ages;Viking,"[('Asteroid', '1_Ceres'), ('1_Ceres', 'Roman_mythology'), ('Roman_mythology', '1st_century_BC'), ('1st_century_BC', 'Anno_Domini'), ('Anno_Domini', 'Middle_Ages'), ('Middle_Ages', 'Viking')]","[217, 1298, 606, 861, 991, 394]","[176, 75, 400, 100, 325, 1019]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(217, 176), (1298, 75), (606, 400), (861, 100), (991, 325), (394, 1019)]"
12495,Asteroid;1_Ceres;Roman_mythology;Ancient_Rome;Invasion;England;Europe;Norway;Viking,"[('Asteroid', '1_Ceres'), ('1_Ceres', 'Roman_mythology'), ('Roman_mythology', 'Ancient_Rome'), ('Ancient_Rome', 'Invasion'), ('Invasion', 'England'), ('England', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[217, 1298, 363, 1069, 140, 369, 1376, 44]","[176, 75, 75, 94, 3293, 75, 605, 243]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(217, 176), (1298, 75), (363, 75), (1069, 94), (140, 3293), (369, 75), (1376, 605), (44, 243)]"
12496,Asteroid;Earth;United_States;Volcano;Iceland;Viking,"[('Asteroid', 'Earth'), ('Earth', 'United_States'), ('United_States', 'Volcano'), ('Volcano', 'Iceland'), ('Iceland', 'Viking')]","[413, 32, 437, 525, 949]","[1691, 300, 719, 354, 2681]","[0.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (32, 300), (437, 719), (525, 354), (949, 2681)]"
12497,Asteroid;Earth;Europe;Dark_Ages;14th_century;England;Alfred_the_Great;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Dark_Ages'), ('Dark_Ages', '14th_century'), ('14th_century', 'England'), ('England', 'Alfred_the_Great'), ('Alfred_the_Great', 'Viking')]","[413, 228, 978, 83, 330, 556, 1240]","[1691, 1738, 512, 497, 276, 1003, 100]","[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (228, 1738), (978, 512), (83, 497), (330, 276), (556, 1003), (1240, 100)]"
12498,Asteroid;3_Juno;Germany;Denmark;Norway;Viking,"[('Asteroid', '3_Juno'), ('3_Juno', 'Germany'), ('Germany', 'Denmark'), ('Denmark', 'Norway'), ('Norway', 'Viking')]","[1254, 165, 154, 1266, 44]","[451, 94, 94, 75, 243]","[1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1254, 451), (165, 94), (154, 94), (1266, 75), (44, 243)]"
12499,Asteroid;Earth;Europe;Denmark;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Denmark'), ('Denmark', 'Viking')]","[413, 228, 1404, 824]","[1691, 1738, 665, 582]","[0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (228, 1738), (1404, 665), (824, 582)]"
12500,Asteroid;Comet;Comet_Halley;Prague;Czech_Republic;European_Union;Norway;Viking,"[('Asteroid', 'Comet'), ('Comet', 'Comet_Halley'), ('Comet_Halley', 'Prague'), ('Prague', 'Czech_Republic'), ('Czech_Republic', 'European_Union'), ('European_Union', 'Norway'), ('Norway', 'Viking')]","[1165, 714, 265, 1520, 1391, 530, 44]","[113, 465, 255, 76, 716, 661, 243]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1165, 113), (714, 465), (265, 255), (1520, 76), (1391, 716), (530, 661), (44, 243)]"
12501,Asteroid;Jupiter;Ancient_Rome;Civilization;Tribe;Anthropology;Society;Culture;Ancient_Greece;Byzantine_Empire;13th_century;Norway;Sweden;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Ancient_Rome'), ('Ancient_Rome', 'Civilization'), ('Civilization', 'Tribe'), ('Tribe', 'Anthropology'), ('Anthropology', 'Society'), ('Society', 'Culture'), ('Culture', 'Ancient_Greece'), ('Ancient_Greece', 'Byzantine_Empire'), ('Byzantine_Empire', '13th_century'), ('13th_century', 'Norway'), ('Norway', 'Sweden'), ('Sweden', 'Viking')]","[361, 906, 145, 252, 890, 377, 620, 414, 1516, 1454, 38, 1583, 612]","[195, 595, 75, 265, 243, 3104, 75, 2426, 337, 767, 500, 745, 5962]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (906, 595), (145, 75), (252, 265), (890, 243), (377, 3104), (620, 75), (414, 2426), (1516, 337), (1454, 767), (38, 500), (1583, 745), (612, 5962)]"
12502,Asteroid;Solar_System;Earth;Europe;Iceland;Viking,"[('Asteroid', 'Solar_System'), ('Solar_System', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Iceland'), ('Iceland', 'Viking')]","[1079, 668, 228, 1272, 949]","[75, 202, 1738, 561, 2681]","[1.0, 1.0, 0.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(1079, 75), (668, 202), (228, 1738), (1272, 561), (949, 2681)]"
12503,Asteroid;Sun;England;Wessex;Alfred_the_Great;Viking,"[('Asteroid', 'Sun'), ('Sun', 'England'), ('England', 'Wessex'), ('Wessex', 'Alfred_the_Great'), ('Alfred_the_Great', 'Viking')]","[1260, 551, 167, 425, 1240]","[75, 3646, 871, 281, 100]","[1.0, 0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (551, 3646), (167, 871), (425, 281), (1240, 100)]"
12504,Asteroid;1_Ceres;Roman_mythology;Italy;Invasion;Mongol_Empire;Viking,"[('Asteroid', '1_Ceres'), ('1_Ceres', 'Roman_mythology'), ('Roman_mythology', 'Italy'), ('Italy', 'Invasion'), ('Invasion', 'Mongol_Empire'), ('Mongol_Empire', 'Viking')]","[217, 1298, 1302, 500, 1252, 318]","[176, 75, 962, 157, 3433, 1189]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(217, 176), (1298, 75), (1302, 962), (500, 157), (1252, 3433), (318, 1189)]"
12505,Asteroid;Sun;Inca_Empire;Roman_Catholic_Church;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Inca_Empire'), ('Inca_Empire', 'Roman_Catholic_Church'), ('Roman_Catholic_Church', 'Viking')]","[1260, 1126, 805, 409]","[75, 3608, 627, 792]","[1.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (1126, 3608), (805, 627), (409, 792)]"
12506,Asteroid;Trojan_War;Ancient_Rome;Netherlands;Norway;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Ancient_Rome'), ('Ancient_Rome', 'Netherlands'), ('Netherlands', 'Norway'), ('Norway', 'Viking')]","[19, 89, 1194, 0, 44]","[2398, 233, 2249, 0, 243]","[0.0, 1.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (89, 233), (1194, 2249), (0, 0), (44, 243)]"
12507,Asteroid;Dinosaur;England;Wessex;6th_century;10th_century;Viking,"[('Asteroid', 'Dinosaur'), ('Dinosaur', 'England'), ('England', 'Wessex'), ('Wessex', '6th_century'), ('6th_century', '10th_century'), ('10th_century', 'Viking')]","[220, 1061, 167, 19, 546, 38]","[3096, 6049, 871, 75, 1580, 279]","[0.0, 0.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(220, 3096), (1061, 6049), (167, 871), (19, 75), (546, 1580), (38, 279)]"
12508,Asteroid;Earth;Europe;Norway;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[413, 228, 1376, 44]","[1691, 1738, 605, 243]","[0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (228, 1738), (1376, 605), (44, 243)]"
12509,Asteroid;Comet;Earth;Ocean;Arctic_Ocean;Norway;Viking,"[('Asteroid', 'Comet'), ('Comet', 'Earth'), ('Earth', 'Ocean'), ('Ocean', 'Arctic_Ocean'), ('Arctic_Ocean', 'Norway'), ('Norway', 'Viking')]","[1165, 489, 285, 1545, 95, 44]","[113, 382, 2169, 451, 1448, 243]","[1.0, 1.0, 0.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1165, 113), (489, 382), (285, 2169), (1545, 451), (95, 1448), (44, 243)]"
12510,Asteroid;Earth;Europe;Norway;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[413, 228, 1376, 44]","[1691, 1738, 605, 243]","[0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (228, 1738), (1376, 605), (44, 243)]"
12511,Asteroid;Earth;Europe;Norway;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[413, 228, 1376, 44]","[1691, 1738, 605, 243]","[0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (228, 1738), (1376, 605), (44, 243)]"
12512,Asteroid;1_Ceres;Roman_mythology;Mythology;Norse_mythology;Celtic_mythology;Ireland;Viking,"[('Asteroid', '1_Ceres'), ('1_Ceres', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Celtic_mythology'), ('Celtic_mythology', 'Ireland'), ('Ireland', 'Viking')]","[217, 1298, 158, 84, 1038, 412, 1193]","[176, 75, 75, 94, 1662, 491, 2249]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(217, 176), (1298, 75), (158, 75), (84, 94), (1038, 1662), (412, 491), (1193, 2249)]"
12513,Asteroid;Earth;Ice_age;Switzerland;Iceland;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Ice_age'), ('Ice_age', 'Switzerland'), ('Switzerland', 'Iceland'), ('Iceland', 'Viking')]","[413, 237, 1202, 1259, 949]","[1691, 240, 236, 2661, 2681]","[0.0, 1.0, 1.0, 0.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (237, 240), (1202, 236), (1259, 2661), (949, 2681)]"
12514,Asteroid;1_Ceres;Roman_mythology;Mythology;Norse_mythology;Thor;Old_English_language;Scotland;Roman_Empire;Civilization;Crusades;Viking,"[('Asteroid', '1_Ceres'), ('1_Ceres', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Thor'), ('Thor', 'Old_English_language'), ('Old_English_language', 'Scotland'), ('Scotland', 'Roman_Empire'), ('Roman_Empire', 'Civilization'), ('Civilization', 'Crusades'), ('Crusades', 'Viking')]","[217, 1298, 158, 84, 1422, 761, 1492, 577, 320, 453, 505]","[176, 75, 75, 94, 410, 75, 132, 727, 75, 2476, 297]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(217, 176), (1298, 75), (158, 75), (84, 94), (1422, 410), (761, 75), (1492, 132), (577, 727), (320, 75), (453, 2476), (505, 297)]"
12515,Asteroid;Trojan_War;Italy;France;Franks;Netherlands;19th_century;11th_century;10th_century;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Italy'), ('Italy', 'France'), ('France', 'Franks'), ('Franks', 'Netherlands'), ('Netherlands', '19th_century'), ('19th_century', '11th_century'), ('11th_century', '10th_century'), ('10th_century', 'Viking')]","[19, 97, 1238, 570, 537, 76, 92, 1332, 38]","[2398, 5190, 94, 240, 535, 1460, 7681, 96, 279]","[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (97, 5190), (1238, 94), (570, 240), (537, 535), (76, 1460), (92, 7681), (1332, 96), (38, 279)]"
12516,Asteroid;Venus;Roman_mythology;Mythology;Norse_mythology;Richard_Wagner;<;Norway;Viking,"[('Asteroid', 'Venus'), ('Venus', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Richard_Wagner'), ('Richard_Wagner', '<'), ('<', 'Norway'), ('Norway', 'Viking')]","[951, 230, 158, 84, 206, None, None, 44]","[3229, 246, 75, 94, 2719, None, None, 243]","[0.0, 1.0, 1.0, 1.0, 0.0, None, None, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(951, 3229), (230, 246), (158, 75), (84, 94), (206, 2719), (None, None), (None, None), (44, 243)]"
12517,Asteroid;Earth;Europe;Finland;Sweden;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Finland'), ('Finland', 'Sweden'), ('Sweden', 'Viking')]","[413, 228, 1464, 1040, 612]","[1691, 1738, 577, 75, 5962]","[0.0, 0.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (228, 1738), (1464, 577), (1040, 75), (612, 5962)]"
12518,Asteroid;Sun;Astrology;<;Astrology;<;England;Norfolk;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Astrology'), ('Astrology', '<'), ('<', 'Astrology'), ('Astrology', '<'), ('<', 'England'), ('England', 'Norfolk'), ('Norfolk', 'Viking')]","[1260, 512, None, None, None, None, 186, 1185]","[75, 119, None, None, None, None, 531, 344]","[1.0, 1.0, None, None, None, None, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (512, 119), (None, None), (None, None), (None, None), (None, None), (186, 531), (1185, 344)]"
12519,Asteroid;Trojan_War;Bronze_Age;Norway;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Bronze_Age'), ('Bronze_Age', 'Norway'), ('Norway', 'Viking')]","[19, 534, 275, 44]","[2398, 316, 1502, 243]","[0.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (534, 316), (275, 1502), (44, 243)]"
12520,Asteroid;Sun;Earth;Norse_mythology;Iceland;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Earth'), ('Earth', 'Norse_mythology'), ('Norse_mythology', 'Iceland'), ('Iceland', 'Viking')]","[1260, 1371, 1532, 880, 949]","[75, 373, 4672, 75, 2681]","[1.0, 1.0, 0.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (1371, 373), (1532, 4672), (880, 75), (949, 2681)]"
