,path,link_pairs,x_positions,y_positions,is_on_top,origin,goal,game_pair,coordinates
12521,Asteroid;Jupiter;Roman_mythology;Mythology;Norse_mythology;Iceland;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Iceland'), ('Iceland', 'Viking')]","[361, 1108, 158, 84, 880, 949]","[195, 595, 75, 94, 75, 2681]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (1108, 595), (158, 75), (84, 94), (880, 75), (949, 2681)]"
12522,Asteroid;Solar_System;Earth;Human;Ethnic_group;Europe;Norway;Viking,"[('Asteroid', 'Solar_System'), ('Solar_System', 'Earth'), ('Earth', 'Human'), ('Human', 'Ethnic_group'), ('Ethnic_group', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[1079, 668, 19, 622, 653, 1376, 44]","[75, 202, 2748, 1240, 442, 605, 243]","[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1079, 75), (668, 202), (19, 2748), (622, 1240), (653, 442), (1376, 605), (44, 243)]"
12523,Asteroid;Jupiter;Roman_mythology;Mythology;Norse_mythology;Thor;Odin;Sweden;<;Norway;Sweden;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Thor'), ('Thor', 'Odin'), ('Odin', 'Sweden'), ('Sweden', '<'), ('<', 'Norway'), ('Norway', 'Sweden'), ('Sweden', 'Viking')]","[361, 1108, 158, 84, 1422, 121, 904, None, None, 1583, 612]","[195, 595, 75, 94, 410, 100, 585, None, None, 745, 5962]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, None, None, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (1108, 595), (158, 75), (84, 94), (1422, 410), (121, 100), (904, 585), (None, None), (None, None), (1583, 745), (612, 5962)]"
12524,Asteroid;Earth;Dutch_language;Netherlands;North_Sea;Norway;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Dutch_language'), ('Dutch_language', 'Netherlands'), ('Netherlands', 'North_Sea'), ('North_Sea', 'Norway'), ('Norway', 'Viking')]","[413, 812, 1450, 553, 644, 44]","[1691, 465, 116, 94, 75, 243]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (812, 465), (1450, 116), (553, 94), (644, 75), (44, 243)]"
12525,Asteroid;Carl_Friedrich_Gauss;Germany;Baltic_Sea;Sweden;Norway;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Germany'), ('Germany', 'Baltic_Sea'), ('Baltic_Sea', 'Sweden'), ('Sweden', 'Norway'), ('Norway', 'Viking')]","[380, 1535, 258, 813, 659, 44]","[1248, 369, 94, 709, 75, 243]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (1535, 369), (258, 94), (813, 709), (659, 75), (44, 243)]"
12526,Asteroid;Carl_Friedrich_Gauss;Denmark;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Denmark'), ('Denmark', 'Viking')]","[380, 700, 824]","[1248, 967, 582]","[0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (700, 967), (824, 582)]"
12527,Asteroid;Carl_Friedrich_Gauss;Denmark;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Denmark'), ('Denmark', 'Viking')]","[380, 700, 824]","[1248, 967, 582]","[0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (700, 967), (824, 582)]"
12528,Asteroid;Trojan_War;Thucydides;<;Cyclops;<;Danube;North_Sea;Norfolk;Atlantic_Ocean;Norway;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Thucydides'), ('Thucydides', '<'), ('<', 'Cyclops'), ('Cyclops', '<'), ('<', 'Danube'), ('Danube', 'North_Sea'), ('North_Sea', 'Norfolk'), ('Norfolk', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Norway'), ('Norway', 'Viking')]","[19, 1116, None, None, None, None, 869, 630, 404, 402, 44]","[2398, 6050, None, None, None, None, 1205, 360, 741, 176, 243]","[0.0, 0.0, None, None, None, None, 0.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (1116, 6050), (None, None), (None, None), (None, None), (None, None), (869, 1205), (630, 360), (404, 741), (402, 176), (44, 243)]"
12529,Asteroid;Carl_Friedrich_Gauss;Denmark;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Denmark'), ('Denmark', 'Viking')]","[380, 700, 824]","[1248, 967, 582]","[0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (700, 967), (824, 582)]"
12530,Asteroid;Sun;Stonehenge;Iron_Age;Bronze_Age;<;5th_century;Ireland;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Stonehenge'), ('Stonehenge', 'Iron_Age'), ('Iron_Age', 'Bronze_Age'), ('Bronze_Age', '<'), ('<', '5th_century'), ('5th_century', 'Ireland'), ('Ireland', 'Viking')]","[1260, 466, 912, 676, None, None, 235, 1193]","[75, 3646, 1776, 119, None, None, 802, 2249]","[1.0, 0.0, 0.0, 1.0, None, None, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (466, 3646), (912, 1776), (676, 119), (None, None), (None, None), (235, 802), (1193, 2249)]"
12531,Asteroid;Earth;North_America;Europe;Norway;Viking,"[('Asteroid', 'Earth'), ('Earth', 'North_America'), ('North_America', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[413, 213, 1075, 1376, 44]","[1691, 1758, 113, 605, 243]","[0.0, 0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (213, 1758), (1075, 113), (1376, 605), (44, 243)]"
12532,Asteroid;Trojan_War;Italy;Volcano;Iceland;Norway;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Italy'), ('Italy', 'Volcano'), ('Volcano', 'Iceland'), ('Iceland', 'Norway'), ('Norway', 'Viking')]","[19, 97, 740, 525, 1037, 44]","[2398, 5190, 2995, 354, 75, 243]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (97, 5190), (740, 2995), (525, 354), (1037, 75), (44, 243)]"
12533,Asteroid;Jupiter;Ancient_Rome;Civilization;Western_Roman_Empire;Middle_Ages;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Ancient_Rome'), ('Ancient_Rome', 'Civilization'), ('Civilization', 'Western_Roman_Empire'), ('Western_Roman_Empire', 'Middle_Ages'), ('Middle_Ages', 'Viking')]","[361, 906, 145, 513, 507, 394]","[195, 595, 75, 6171, 183, 1019]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (906, 595), (145, 75), (513, 6171), (507, 183), (394, 1019)]"
12534,Asteroid;Color;Latin;English_language;Viking,"[('Asteroid', 'Color'), ('Color', 'Latin'), ('Latin', 'English_language'), ('English_language', 'Viking')]","[296, 403, 1578, 457]","[697, 424, 537, 636]","[1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(296, 697), (403, 424), (1578, 537), (457, 636)]"
12535,Asteroid;4_Vesta;Roman_mythology;Mythology;Norse_mythology;13th_century;12th_century;11th_century;Viking,"[('Asteroid', '4_Vesta'), ('4_Vesta', 'Roman_mythology'), ('Roman_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', '13th_century'), ('13th_century', '12th_century'), ('12th_century', '11th_century'), ('11th_century', 'Viking')]","[1526, 1291, 158, 84, 1299, 1332, 1338, 107]","[456, 173, 75, 94, 2097, 96, 96, 496]","[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1526, 456), (1291, 173), (158, 75), (84, 94), (1299, 2097), (1332, 96), (1338, 96), (107, 496)]"
12536,Asteroid;Solar_System;Mythology;Norse_mythology;Iceland;Norway;Viking,"[('Asteroid', 'Solar_System'), ('Solar_System', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Iceland'), ('Iceland', 'Norway'), ('Norway', 'Viking')]","[1079, 252, 84, 880, 1037, 44]","[75, 240, 94, 75, 75, 243]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1079, 75), (252, 240), (84, 94), (880, 75), (1037, 75), (44, 243)]"
12537,Asteroid;Carl_Friedrich_Gauss;Germany;European_Union;Sweden;Norway;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Germany'), ('Germany', 'European_Union'), ('European_Union', 'Sweden'), ('Sweden', 'Norway'), ('Norway', 'Viking')]","[380, 1535, 1377, 0, 659, 44]","[1248, 369, 701, 0, 75, 243]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (1535, 369), (1377, 701), (0, 0), (659, 75), (44, 243)]"
12538,Asteroid;Sun;Stonehenge;Middle_Ages;14th_century;Dark_Ages;16th_century;Sweden;Norway;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Stonehenge'), ('Stonehenge', 'Middle_Ages'), ('Middle_Ages', '14th_century'), ('14th_century', 'Dark_Ages'), ('Dark_Ages', '16th_century'), ('16th_century', 'Sweden'), ('Sweden', 'Norway'), ('Norway', 'Viking')]","[1260, 466, 1403, 128, 227, 251, 73, 659, 44]","[75, 3646, 1856, 3458, 539, 636, 539, 75, 243]","[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (466, 3646), (1403, 1856), (128, 3458), (227, 539), (251, 636), (73, 539), (659, 75), (44, 243)]"
12539,Asteroid;Trojan_War;Egypt;North_Africa;Continent;Europe;Iceland;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Egypt'), ('Egypt', 'North_Africa'), ('North_Africa', 'Continent'), ('Continent', 'Europe'), ('Europe', 'Iceland'), ('Iceland', 'Viking')]","[19, 468, 792, 435, 359, 1272, 949]","[2398, 977, 103, 75, 94, 561, 2681]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (468, 977), (792, 103), (435, 75), (359, 94), (1272, 561), (949, 2681)]"
12540,Asteroid;Jupiter;Gas_giant;Earth;Dutch_language;Netherlands;12th_century;11th_century;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Gas_giant'), ('Gas_giant', 'Earth'), ('Earth', 'Dutch_language'), ('Dutch_language', 'Netherlands'), ('Netherlands', '12th_century'), ('12th_century', '11th_century'), ('11th_century', 'Viking')]","[361, 671, 1190, 812, 1450, 1487, 1338, 107]","[195, 75, 94, 465, 116, 2858, 96, 496]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (671, 75), (1190, 94), (812, 465), (1450, 116), (1487, 2858), (1338, 96), (107, 496)]"
12541,Asteroid;Carl_Friedrich_Gauss;Germany;Netherlands;Amsterdam;12th_century;England;Norman_conquest_of_England;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Germany'), ('Germany', 'Netherlands'), ('Netherlands', 'Amsterdam'), ('Amsterdam', '12th_century'), ('12th_century', 'England'), ('England', 'Norman_conquest_of_England'), ('Norman_conquest_of_England', 'Viking')]","[380, 1535, 1140, 1483, 829, 323, 44, 618]","[1248, 369, 94, 424, 75, 281, 1154, 192]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (1535, 369), (1140, 94), (1483, 424), (829, 75), (323, 281), (44, 1154), (618, 192)]"
12542,Asteroid;Comet;English_language;British_Isles;Northern_Ireland;Scotland;North_Sea;Denmark;<;Norway;Viking,"[('Asteroid', 'Comet'), ('Comet', 'English_language'), ('English_language', 'British_Isles'), ('British_Isles', 'Northern_Ireland'), ('Northern_Ireland', 'Scotland'), ('Scotland', 'North_Sea'), ('North_Sea', 'Denmark'), ('Denmark', '<'), ('<', 'Norway'), ('Norway', 'Viking')]","[1165, 184, 888, 296, 1120, 187, 715, None, None, 44]","[113, 183, 202, 157, 161, 94, 75, None, None, 243]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, None, None, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1165, 113), (184, 183), (888, 202), (296, 157), (1120, 161), (187, 94), (715, 75), (None, None), (None, None), (44, 243)]"
12543,Asteroid;Telescope;Ireland;Viking,"[('Asteroid', 'Telescope'), ('Telescope', 'Ireland'), ('Ireland', 'Viking')]","[699, 262, 1193]","[1500, 2286, 2249]","[0.0, 0.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(699, 1500), (262, 2286), (1193, 2249)]"
12544,Asteroid;Sun;Latin;English_language;British_Isles;Northern_Ireland;Wales;United_Kingdom;Scotland;North_Sea;Denmark;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Latin'), ('Latin', 'English_language'), ('English_language', 'British_Isles'), ('British_Isles', 'Northern_Ireland'), ('Northern_Ireland', 'Wales'), ('Wales', 'United_Kingdom'), ('United_Kingdom', 'Scotland'), ('Scotland', 'North_Sea'), ('North_Sea', 'Denmark'), ('Denmark', 'Viking')]","[1260, 243, 1578, 888, 296, 1197, 1445, 512, 187, 715, 824]","[75, 119, 537, 202, 157, 161, 1095, 158, 94, 75, 582]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (243, 119), (1578, 537), (888, 202), (296, 157), (1197, 161), (1445, 1095), (512, 158), (187, 94), (715, 75), (824, 582)]"
12545,Asteroid;Earth;Europe;Norway;Viking,"[('Asteroid', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Norway'), ('Norway', 'Viking')]","[413, 228, 1376, 44]","[1691, 1738, 605, 243]","[0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (228, 1738), (1376, 605), (44, 243)]"
12546,Asteroid;Carl_Friedrich_Gauss;Germany;North_Sea;Norway;Viking,"[('Asteroid', 'Carl_Friedrich_Gauss'), ('Carl_Friedrich_Gauss', 'Germany'), ('Germany', 'North_Sea'), ('North_Sea', 'Norway'), ('Norway', 'Viking')]","[380, 1535, 90, 644, 44]","[1248, 369, 94, 75, 243]","[0.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(380, 1248), (1535, 369), (90, 94), (644, 75), (44, 243)]"
12547,Asteroid;Sun;Gold;Metal;Copper;Alchemy;Guild;Money;Water;Netherlands;Europe;Finland;Norway;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Gold'), ('Gold', 'Metal'), ('Metal', 'Copper'), ('Copper', 'Alchemy'), ('Alchemy', 'Guild'), ('Guild', 'Money'), ('Money', 'Water'), ('Water', 'Netherlands'), ('Netherlands', 'Europe'), ('Europe', 'Finland'), ('Finland', 'Norway'), ('Norway', 'Viking')]","[1260, 1283, 217, 992, 105, 423, 1323, 705, 583, 372, 1464, 1288, 44]","[75, 345, 262, 243, 1780, 5760, 661, 2050, 4565, 75, 577, 75, 243]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (1283, 345), (217, 262), (992, 243), (105, 1780), (423, 5760), (1323, 661), (705, 2050), (583, 4565), (372, 75), (1464, 577), (1288, 75), (44, 243)]"
12548,Asteroid;Trojan_War;Alexander_the_Great;Julius_Caesar;Roman_Empire;Roman_Britain;King_Arthur;Battle_of_Hastings;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Alexander_the_Great'), ('Alexander_the_Great', 'Julius_Caesar'), ('Julius_Caesar', 'Roman_Empire'), ('Roman_Empire', 'Roman_Britain'), ('Roman_Britain', 'King_Arthur'), ('King_Arthur', 'Battle_of_Hastings'), ('Battle_of_Hastings', 'Viking')]","[19, 1042, 1189, 282, 801, 339, 486, 310]","[2398, 4962, 5047, 94, 2266, 3168, 1576, 411]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (1042, 4962), (1189, 5047), (282, 94), (801, 2266), (339, 3168), (486, 1576), (310, 411)]"
12549,Asteroid;Comet;Denmark;Norway;Viking,"[('Asteroid', 'Comet'), ('Comet', 'Denmark'), ('Denmark', 'Norway'), ('Norway', 'Viking')]","[1165, 354, 1266, 44]","[113, 1576, 75, 243]","[1.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1165, 113), (354, 1576), (1266, 75), (44, 243)]"
12550,Asteroid;Telescope;<;Film;United_States;North_America;Greenland;Iceland;Viking,"[('Asteroid', 'Telescope'), ('Telescope', '<'), ('<', 'Film'), ('Film', 'United_States'), ('United_States', 'North_America'), ('North_America', 'Greenland'), ('Greenland', 'Iceland'), ('Iceland', 'Viking')]","[699, None, None, 332, 829, 997, 19, 949]","[1500, None, None, 1248, 75, 404, 198, 2681]","[0.0, None, None, 0.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(699, 1500), (None, None), (None, None), (332, 1248), (829, 75), (997, 404), (19, 198), (949, 2681)]"
12551,Asteroid;Earth;German_language;Denmark;Viking,"[('Asteroid', 'Earth'), ('Earth', 'German_language'), ('German_language', 'Denmark'), ('Denmark', 'Viking')]","[413, 921, 1436, 824]","[1691, 465, 508, 582]","[0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (921, 465), (1436, 508), (824, 582)]"
12552,Asteroid;Mars;Sun;Stonehenge;Norfolk;Viking,"[('Asteroid', 'Mars'), ('Mars', 'Sun'), ('Sun', 'Stonehenge'), ('Stonehenge', 'Norfolk'), ('Norfolk', 'Viking')]","[894, 1504, 466, 162, 1185]","[3229, 850, 3646, 1697, 344]","[0.0, 1.0, 0.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(894, 3229), (1504, 850), (466, 3646), (162, 1697), (1185, 344)]"
12553,Asteroid;Dinosaur;England;History_of_Anglo-Saxon_England;Viking,"[('Asteroid', 'Dinosaur'), ('Dinosaur', 'England'), ('England', 'History_of_Anglo-Saxon_England'), ('History_of_Anglo-Saxon_England', 'Viking')]","[220, 1061, 44, 374]","[3096, 6049, 738, 896]","[0.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(220, 3096), (1061, 6049), (44, 738), (374, 896)]"
12554,Asteroid;1_Ceres;Germany;Netherlands;12th_century;11th_century;Viking,"[('Asteroid', '1_Ceres'), ('1_Ceres', 'Germany'), ('Germany', 'Netherlands'), ('Netherlands', '12th_century'), ('12th_century', '11th_century'), ('11th_century', 'Viking')]","[217, 792, 1140, 1487, 1338, 107]","[176, 192, 94, 2858, 96, 496]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(217, 176), (792, 192), (1140, 94), (1487, 2858), (1338, 96), (107, 496)]"
12555,Asteroid;Trojan_War;Siege;Netherlands;Iceland;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Siege'), ('Siege', 'Netherlands'), ('Netherlands', 'Iceland'), ('Iceland', 'Viking')]","[19, 305, 752, 0, 949]","[2398, 316, 2494, 0, 2681]","[0.0, 1.0, 0.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (305, 316), (752, 2494), (0, 0), (949, 2681)]"
12556,Asteroid;Trojan_War;Greek_mythology;Ancient_Greece;Europe;Sweden;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Greek_mythology'), ('Greek_mythology', 'Ancient_Greece'), ('Ancient_Greece', 'Europe'), ('Europe', 'Sweden'), ('Sweden', 'Viking')]","[19, 161, 284, 1022, 1424, 612]","[2398, 94, 94, 94, 629, 5962]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (161, 94), (284, 94), (1022, 94), (1424, 629), (612, 5962)]"
12557,Asteroid;Sun;Stonehenge;Old_English_language;Viking,"[('Asteroid', 'Sun'), ('Sun', 'Stonehenge'), ('Stonehenge', 'Old_English_language'), ('Old_English_language', 'Viking')]","[1260, 466, 612, 1279]","[75, 3646, 211, 173]","[1.0, 0.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1260, 75), (466, 3646), (612, 211), (1279, 173)]"
12558,Asteroid;Comet;Soviet_Union;Finland;Norway;Viking,"[('Asteroid', 'Comet'), ('Comet', 'Soviet_Union'), ('Soviet_Union', 'Finland'), ('Finland', 'Norway'), ('Norway', 'Viking')]","[1165, 65, 601, 1288, 44]","[113, 2486, 157, 75, 243]","[1.0, 0.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(1165, 113), (65, 2486), (601, 157), (1288, 75), (44, 243)]"
12559,Asteroid;Trojan_War;Bronze_Age;Iron_Age;British_Isles;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Bronze_Age'), ('Bronze_Age', 'Iron_Age'), ('Iron_Age', 'British_Isles'), ('British_Isles', 'Viking')]","[19, 534, 1263, 54, 44]","[2398, 316, 94, 944, 1976]","[0.0, 1.0, 1.0, 0.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (534, 316), (1263, 94), (54, 944), (44, 1976)]"
12560,Asteroid;Solar_System;Earth;Europe;Sweden;Norway;Iceland;Viking,"[('Asteroid', 'Solar_System'), ('Solar_System', 'Earth'), ('Earth', 'Europe'), ('Europe', 'Sweden'), ('Sweden', 'Norway'), ('Norway', 'Iceland'), ('Iceland', 'Viking')]","[1079, 668, 228, 1424, 659, 698, 949]","[75, 202, 1738, 629, 75, 243, 2681]","[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(1079, 75), (668, 202), (228, 1738), (1424, 629), (659, 75), (698, 243), (949, 2681)]"
12561,Asteroid;Earth;United_States;Greenland;Iceland;Viking,"[('Asteroid', 'Earth'), ('Earth', 'United_States'), ('United_States', 'Greenland'), ('Greenland', 'Iceland'), ('Iceland', 'Viking')]","[413, 32, 0, 19, 949]","[1691, 300, 0, 198, 2681]","[0.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(413, 1691), (32, 300), (0, 0), (19, 198), (949, 2681)]"
12562,Asteroid;Color;Human;Culture;Religion;Mythology;Norse_mythology;Thor;Odin;Norse_mythology;Denmark;Viking,"[('Asteroid', 'Color'), ('Color', 'Human'), ('Human', 'Culture'), ('Culture', 'Religion'), ('Religion', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Thor'), ('Thor', 'Odin'), ('Odin', 'Norse_mythology'), ('Norse_mythology', 'Denmark'), ('Denmark', 'Viking')]","[296, 549, 720, 680, 1079, 84, 1422, 121, 330, 1281, 824]","[697, 75, 176, 198, 75, 94, 410, 100, 75, 2018, 582]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(296, 697), (549, 75), (720, 176), (680, 198), (1079, 75), (84, 94), (1422, 410), (121, 100), (330, 75), (1281, 2018), (824, 582)]"
12563,Asteroid;Color;Human;Culture;Religion;Mythology;Norse_mythology;Denmark;Viking,"[('Asteroid', 'Color'), ('Color', 'Human'), ('Human', 'Culture'), ('Culture', 'Religion'), ('Religion', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Denmark'), ('Denmark', 'Viking')]","[296, 549, 720, 680, 1079, 84, 1281, 824]","[697, 75, 176, 198, 75, 94, 2018, 582]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(296, 697), (549, 75), (720, 176), (680, 198), (1079, 75), (84, 94), (1281, 2018), (824, 582)]"
12564,Asteroid;Trojan_War;Greek_mythology;Mythology;Norse_mythology;Denmark;Viking,"[('Asteroid', 'Trojan_War'), ('Trojan_War', 'Greek_mythology'), ('Greek_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Denmark'), ('Denmark', 'Viking')]","[19, 161, 324, 84, 1281, 824]","[2398, 94, 408, 94, 2018, 582]","[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(19, 2398), (161, 94), (324, 408), (84, 94), (1281, 2018), (824, 582)]"
12565,Asteroid;Jupiter;Ancient_Rome;Roman_mythology;Greek_mythology;Mythology;Norse_mythology;Iceland;Denmark;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Ancient_Rome'), ('Ancient_Rome', 'Roman_mythology'), ('Roman_mythology', 'Greek_mythology'), ('Greek_mythology', 'Mythology'), ('Mythology', 'Norse_mythology'), ('Norse_mythology', 'Iceland'), ('Iceland', 'Denmark'), ('Denmark', 'Viking')]","[361, 906, 314, 1094, 324, 84, 880, 1536, 824]","[195, 595, 5759, 75, 408, 94, 75, 555, 582]","[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (906, 595), (314, 5759), (1094, 75), (324, 408), (84, 94), (880, 75), (1536, 555), (824, 582)]"
12566,Asteroid;Jupiter;Ancient_Rome;Dark_Ages;Europe;Sweden;Middle_Ages;Viking,"[('Asteroid', 'Jupiter'), ('Jupiter', 'Ancient_Rome'), ('Ancient_Rome', 'Dark_Ages'), ('Dark_Ages', 'Europe'), ('Europe', 'Sweden'), ('Sweden', 'Middle_Ages'), ('Middle_Ages', 'Viking')]","[361, 906, 160, 472, 1424, 482, 394]","[195, 595, 151, 75, 629, 246, 1019]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Asteroid,Viking,Asteroid->Viking,"[(361, 195), (906, 595), (160, 151), (472, 75), (1424, 629), (482, 246), (394, 1019)]"
